p_scan_sens_t21;p_scan_sens_t18;p_scan_sens_t13;p_scan_sens_rat;p_scan_sens_sa;p_scan_sens_no_chrom;p_adv_scan_conf_chrom;p_adv_scan_conf_no_chrom;p_adv_scan_sens_t21;p_adv_scan_sens_t18;p_adv_scan_sens_t13;p_adv_scan_sens_rat;p_adv_scan_sens_sa;p_adv_scan_no_chrom
0.43;0.93;0.95;0.15;0.5;0.044;1;0.38;0.473;0.93;0.95;0.15;0.5;0.017
